GEOID,TRACT,HOUSEHOLD_INCOME_USD,HOME_VALUE_USD,GROSS_RENT_USD,POVERTY_RATE_PCT,RENT_BURDEN_PCT,OLDER_HOUSING_PCT,PERMIT_COUNT,HOUSEHOLD_INCOME_USD_scaled,HOME_VALUE_USD_scaled,GROSS_RENT_USD_scaled,POVERTY_RATE_PCT_scaled,RENT_BURDEN_PCT_scaled,OLDER_HOUSING_PCT_scaled,NEED_INDEX
21111010321,103.21,145625.0,403800.0,2669.0,4.1,,5.803757828810021,39.0,0.2491094007696537,0.4134514337186609,1.0,0.04631828978622327,,0.04361978611904052,0.3504997820787157
21111010322,103.22,190938.0,603600.0,,3.8,,5.183946488294314,26.0,0.0,0.11349647200120105,,0.04275534441805225,,0.037326803631151456,0.04839465501260119
21111010323,103.23,83068.0,249000.0,1406.0,7.0,35.38961038961039,24.405594405594407,7.0,0.5930181418361737,0.645848971625882,0.4901090028259992,0.08076009501187648,0.3733381729592056,0.23248537177108605,0.4025932926717038
21111010324,103.24,73833.0,273200.0,1416.0,10.2,45.56574923547401,27.91750503018109,17.0,0.6437877954920286,0.6095180903768203,0.494146144529673,0.1187648456057007,0.48613857513505054,0.26814201535745086,0.43674957774945405
21111010403,104.03,100231.0,347500.0,1683.0,4.2,19.109461966604822,23.250239693192714,26.0,0.49866410115448045,0.49797327728569285,0.6019378280177634,0.047505938242280284,0.19287608243417945,0.2207549846400689,0.34328536862907755
21111010405,104.05,68197.0,328000.0,1451.0,12.7,30.47752808988764,33.79648549243972,13.0,0.6747718526663002,0.5272481609367963,0.5082761404925313,0.14845605700712589,0.3188887528675371,0.32783166392834207,0.4175787713164388
21111010406,104.06,110223.0,459000.0,1544.0,10.3,20.678336980306344,29.013079667063018,43.0,0.4437328202308961,0.330580993844768,0.5458215583366977,0.11995249406175773,0.21026673867322046,0.27926545172171124,0.32160334281150854
21111010407,104.07,79821.0,328700.0,1561.0,5.7,17.264276228419657,20.917822838847385,24.0,0.6108686091258934,0.526197267677526,0.552684699232943,0.06532066508313539,0.17242257875178585,0.19707381351686884,0.3540946055646921
21111010408,104.08,75000.0,316500.0,1428.0,6.0,38.78504672897196,43.49680170575693,55.0,0.637372182517867,0.544512835910524,0.49899071457408156,0.0688836104513064,0.41097588510561056,0.4263195683390627,0.4311757994830754
21111010500,105,82396.0,421100.0,1418.0,11.7,12.8099173553719,89.89845002672368,19.0,0.5967124793842771,0.38747935745383577,0.49495357287040775,0.1365795724465558,0.12304692852472877,0.8974383446590822,0.4393683758898146
21111010601,106.01,95641.0,351900.0,1329.0,7.5,14.243323442136498,80.14623172103487,22.0,0.5238977460142935,0.4913676625131361,0.4590230117077109,0.08669833729216152,0.13893593962387213,0.7984234751268335,0.41639102871300127
21111010602,106.02,64770.0,340100.0,1315.0,6.8,18.962075848303392,34.86370157819225,12.0,0.6936118746564046,0.5090827203122654,0.45337101332256763,0.07838479809976247,0.1912423376837041,0.3386671741867478,0.377393319710242
21111010701,107.01,98452.0,542600.0,1657.0,4.8,8.90937019969278,50.17695635076681,33.0,0.5084442001099505,0.2050743131661913,0.5914412595882116,0.05463182897862232,0.07981016706433494,0.4941435874389079,0.32225755939103645
21111010702,107.02,79156.0,325500.0,1301.0,7.2,13.629518072289157,47.954055994257,18.0,0.614524463991204,0.5310013511484761,0.44771901493742433,0.0831353919239905,0.13213203358198308,0.4715743440233236,0.3800144332677336
21111010706,107.06,97611.0,362500.0,1428.0,3.4,11.155378486055776,69.87148976677773,20.0,0.513067619571193,0.47545413601561326,0.49899071457408156,0.03800475059382422,0.10470670609839183,0.694103390999427,0.38738788630875504
