,ISSUE_DATE,ADDRESS,CITY,ZIPCODE,LATITUDE,LONGITUDE,DISTRICT,NEIGHBORHOOD,geometry,index_right,FID,OBJECTID,NH_CODE,NH_NAME,SHAPE_AREA,SHAPE_LEN,Shape__Are,Shape__Len
11073,2024-11-26 05:00:00,5302 CHASEWOOD PL,LOUISVILLE,40229,38.09566909,-85.66335294,23.0,,POINT (-85.66335294 38.09566909),,,,,,,,,
11074,2024-11-26 05:00:00,6800 TRANSYLVANIA AVE,LOUISVILLE,40059,38.33599356,-85.63096513,16.0,,POINT (-85.63096513 38.33599356),,,,,,,,,
11075,2024-11-26 05:00:00,11604 SUN DIAL CT,LOUISVILLE,40272,38.1110236,-85.88539027,14.0,,POINT (-85.88539027 38.1110236),,,,,,,,,
11076,2024-11-26 05:00:00,"5603 SHOREWOOD DR, 2",LOUISVILLE,40214,38.14552661,-85.77722026,25.0,AUBURNDALE,POINT (-85.77722026 38.14552661),90.0,91.0,91.0,2.0,AUBURNDALE,17071579.229,18911.0535626,2568647.03515625,7333.31814033276
11077,2024-11-25 05:00:00,15900 SHELBYVILLE RD,LOUISVILLE,40245,38.23479977,-85.45965528,11.0,,POINT (-85.45965528 38.23479977),,,,,,,,,
11078,2024-11-25 05:00:00,5230 RIVER RD,GLENVIEW,40222,38.31482371,-85.64775947,16.0,,POINT (-85.64775947 38.31482371),,,,,,,,,
11079,2024-11-25 05:00:00,7401 NEW LA GRANGE RD,ST MATTHEWS,40222,38.25222864,-85.61627606,7.0,,POINT (-85.61627606 38.25222864),,,,,,,,,
11080,2024-11-25 05:00:00,1327 BARDSTOWN RD,LOUISVILLE,40204,38.23500624,-85.71417316,8.0,CHEROKEE TRIANGLE,POINT (-85.71417316 38.23500624),17.0,18.0,18.0,20.0,CHEROKEE TRIANGLE,27288229.1448,24982.7382953,4116574.99609375,9701.0128805024
11081,2024-11-25 05:00:00,8212 SMYRNA PKY,LOUISVILLE,40228,38.12908414,-85.643109,23.0,,POINT (-85.643109 38.12908414),,,,,,,,,
11082,2024-11-25 05:00:00,205 POPE ST,LOUISVILLE,40206,38.2572038,-85.7162182,9.0,CLIFTON,POINT (-85.7162182 38.2572038),9.0,10.0,10.0,22.0,CLIFTON,19009888.5274,17779.8130048,2868707.6328125,6903.68857888366
11083,2024-11-25 05:00:00,6802 WOODHAVEN PLACE DR,LOUISVILLE,40228,38.16829715,-85.63965762,2.0,,POINT (-85.63965762 38.16829715),,,,,,,,,
11084,2024-11-25 05:00:00,307 N 32ND ST,LOUISVILLE,40212,38.26507682,-85.80394722,5.0,PORTLAND,POINT (-85.80394722 38.26507682),1.0,2.0,2.0,53.0,PORTLAND,70098295.0941,43851.3346581,10582289.578125,17022.1730714797
11085,2024-11-25 05:00:00,1507 CLARA AVE,LOUISVILLE,40215,38.20006969,-85.7868667,15.0,TAYLOR BERRY,POINT (-85.7868667 38.20006969),53.0,54.0,54.0,69.0,TAYLOR BERRY,28828779.992,27984.0394528,4344772.78125,10863.9016493254
11086,2024-11-25 05:00:00,115 PENNSYLVANIA AVE,LOUISVILLE,40206,38.25555746,-85.68273413,9.0,CRESCENT HILL,POINT (-85.68273413 38.25555746),6.0,7.0,7.0,25.0,CRESCENT HILL,53000666.3014,35485.1338797,7998139.43359375,13773.826310504
11087,2024-11-25 05:00:00,4505 WOLFSPRING DR,LOUISVILLE,40241,38.31694432,-85.60788363,16.0,,POINT (-85.60788363 38.31694432),,,,,,,,,
11088,2024-11-25 05:00:00,1910 WICKHAM WAY,LOUISVILLE,40223,38.27581056,-85.57924915,7.0,,POINT (-85.57924915 38.27581056),,,,,,,,,
11089,2024-11-25 05:00:00,879 MOLTER AVE,LOUISVILLE,40217,38.20826395,-85.73572955,10.0,AUDUBON,POINT (-85.73572955 38.20826395),57.0,58.0,58.0,3.0,AUDUBON,17327246.4621,22516.1622417,2611728.84375,8742.41704030239
11090,2024-11-25 05:00:00,2811 NEWBURG RD,LOUISVILLE,40205,38.20859544,-85.69305421,8.0,HAYFIELD DUNDEE,POINT (-85.69305421 38.20859544),60.0,61.0,61.0,33.0,HAYFIELD DUNDEE,16435765.2403,16322.3177488,2477163.3515625,6337.23248303272
11091,2024-11-25 05:00:00,1204 EVERETT AVE,LOUISVILLE,40204,38.23851837,-85.71611863,8.0,CHEROKEE TRIANGLE,POINT (-85.71611863 38.23851837),17.0,18.0,18.0,20.0,CHEROKEE TRIANGLE,27288229.1448,24982.7382953,4116574.99609375,9701.0128805024
11092,2024-11-25 05:00:00,7814 DONEGAL DR,LOUISVILLE,40219,38.13591298,-85.65329005,23.0,,POINT (-85.65329005 38.13591298),,,,,,,,,
11093,2024-11-25 05:00:00,511 E KENTUCKY ST,LOUISVILLE,40203,38.23772183,-85.74632782,4.0,SMOKETOWN JACKSON,POINT (-85.74632782 38.23772183),20.0,21.0,21.0,64.0,SMOKETOWN JACKSON,11034983.6131,13830.1607788,1664642.890625,5369.82622756759
11094,2024-11-25 05:00:00,6604 GABRIEL DR,LOUISVILLE,40258,38.15643629,-85.85490495,12.0,,POINT (-85.85490495 38.15643629),,,,,,,,,
11095,2024-11-25 05:00:00,12210 OLD SHELBYVILLE RD,MIDDLETOWN,40243,38.24389839,-85.52775264,19.0,,POINT (-85.52775264 38.24389839),,,,,,,,,
11096,2024-11-25 05:00:00,"3805 YARDLEY CT, 207",LOUISVILLE,40299,38.19194797,-85.60321939,26.0,,POINT (-85.60321939 38.19194797),,,,,,,,,
11097,2024-11-25 05:00:00,6300 WOLF PEN BRANCH RD,LOUISVILLE,40059,38.32507455,-85.62889914,16.0,,POINT (-85.62889914 38.32507455),,,,,,,,,
11098,2024-11-25 05:00:00,7800 HIDDEN OAK CT,NORWOOD,40222,38.25416517,-85.60907873,7.0,,POINT (-85.60907873 38.25416517),,,,,,,,,
11099,2024-11-25 05:00:00,6805 TOTTENHAM RD,WINDY HILLS,40207,38.26652933,-85.62742856,7.0,,POINT (-85.62742856 38.26652933),,,,,,,,,
11100,2024-11-25 05:00:00,7016 TERRY RD,LOUISVILLE,40258,38.14906147,-85.8707067,12.0,,POINT (-85.8707067 38.14906147),,,,,,,,,
11101,2024-11-25 05:00:00,7503 WESTPORT RD,GRAYMOOR/DEVONDALE,40222,38.27181613,-85.61366265,7.0,,POINT (-85.61366265 38.27181613),,,,,,,,,
11102,2024-11-25 05:00:00,732 S 15TH ST,LOUISVILLE,40210,38.24673472,-85.77705575,4.0,CALIFORNIA,POINT (-85.77705575 38.24673472),16.0,17.0,17.0,14.0,CALIFORNIA,34280997.7634,24635.7794746,5171558.58984375,9562.54636869943
11103,2024-11-25 05:00:00,12203 LUCAS LN,ANCHORAGE,40223,38.27738174,-85.52841859,17.0,,POINT (-85.52841859 38.27738174),,,,,,,,,
11104,2024-11-25 05:00:00,5749 MALDON DR,LOUISVILLE,40216,38.17331307,-85.86427174,1.0,,POINT (-85.86427174 38.17331307),,,,,,,,,
11105,2024-11-23 05:00:00,1413 EARL AVE,LOUISVILLE,40215,38.20590722,-85.78270208,3.0,TAYLOR BERRY,POINT (-85.78270208 38.20590722),53.0,54.0,54.0,69.0,TAYLOR BERRY,28828779.992,27984.0394528,4344772.78125,10863.9016493254
11106,2024-11-22 05:00:00,9616 LEOPOLD WOOD LOOP,LOUISVILLE,40118,38.10985443,-85.76148942,13.0,,POINT (-85.76148942 38.10985443),,,,,,,,,
11107,2024-11-22 05:00:00,4612 KNOPP AVE,LOUISVILLE,40213,38.14698139,-85.72730485,13.0,,POINT (-85.72730485 38.14698139),,,,,,,,,
11108,2024-11-22 05:00:00,3400 WILDERNESS TRL,LOUISVILLE,40299,38.18959814,-85.49135274,20.0,,POINT (-85.49135274 38.18959814),,,,,,,,,
11109,2024-11-22 05:00:00,10301 JEFFERSON HILL RD,LOUISVILLE,40118,38.10180777,-85.78163835,13.0,,POINT (-85.78163835 38.10180777),,,,,,,,,
11110,2024-11-22 05:00:00,1003 LONG RUN RD,LOUISVILLE,40245,38.24580566,-85.41930677,20.0,,POINT (-85.41930677 38.24580566),,,,,,,,,
11111,2024-11-22 05:00:00,2137 BELMONT RD,LOUISVILLE,40218,38.20490316,-85.66968131,10.0,BASHFORD MANOR,POINT (-85.66968131 38.20490316),65.0,66.0,66.0,5.0,BASHFORD MANOR,15474178.8013,19882.2634609,2331859.84765625,7715.49114865788
11112,2024-11-22 05:00:00,47 MOCKINGBIRD VALLEY DR,LOUISVILLE,40207,38.27390183,-85.67730871,16.0,,POINT (-85.67730871 38.27390183),,,,,,,,,
11113,2024-11-22 05:00:00,3513 SCHAFFNER DR,SHIVELY,40216,38.19645204,-85.82203752,3.0,,POINT (-85.82203752 38.19645204),,,,,,,,,
11114,2024-11-22 05:00:00,3134 DOGWOOD DR,LOUISVILLE,40220,38.21631374,-85.63988888,26.0,AVONDALE MELBOURNE HEIGHTS,POINT (-85.63988888 38.21631374),47.0,48.0,48.0,4.0,AVONDALE MELBOURNE HEIGHTS,13508027.2506,17233.6880445,2036468.82421875,6689.29839833285
11115,2024-11-22 05:00:00,5203 TERRACE GREEN CIR,LOUISVILLE,40218,38.17848167,-85.66357036,2.0,,POINT (-85.66357036 38.17848167),,,,,,,,,
11116,2024-11-22 05:00:00,6902 CASEY PL,LOUISVILLE,40229,38.09221781,-85.65072785,23.0,,POINT (-85.65072785 38.09221781),,,,,,,,,
11117,2024-11-22 05:00:00,9401 CORNFLOWER RD,LOUISVILLE,40272,38.11750384,-85.87265016,14.0,,POINT (-85.87265016 38.11750384),,,,,,,,,
11118,2024-11-22 05:00:00,5300 ALYSSUM CT,LOUISVILLE,40258,38.13985248,-85.85223188,14.0,,POINT (-85.85223188 38.13985248),,,,,,,,,
11119,2024-11-22 05:00:00,1407 DORIS DR,LOUISVILLE,40118,38.10961365,-85.74022407,13.0,,POINT (-85.74022407 38.10961365),,,,,,,,,
11120,2024-11-22 05:00:00,2106 CHEROKEE PKY,LOUISVILLE,40204,38.235234,-85.71190709,8.0,CHEROKEE TRIANGLE,POINT (-85.71190709 38.235234),17.0,18.0,18.0,20.0,CHEROKEE TRIANGLE,27288229.1448,24982.7382953,4116574.99609375,9701.0128805024
11121,2024-11-21 05:00:00,18702 WESTBOURNE GROVE DR,LOUISVILLE,40245,38.23637868,-85.41055228,20.0,,POINT (-85.41055228 38.23637868),,,,,,,,,
11122,2024-11-21 05:00:00,227 BUCKLAND TRCE,LOUISVILLE,40245,38.23846125,-85.44796874,19.0,,POINT (-85.44796874 38.23846125),,,,,,,,,
11123,2024-11-21 05:00:00,7603 OLD SALEM RD,BANCROFT,40242,38.28532283,-85.61399521,7.0,,POINT (-85.61399521 38.28532283),,,,,,,,,
11124,2024-11-21 05:00:00,3313 BROWNSBORO VISTA DR,BARBOURMEADE,40242,38.29786124,-85.59621443,17.0,,POINT (-85.59621443 38.29786124),,,,,,,,,
11125,2024-11-21 05:00:00,4352 ACCOMACK DR,LOUISVILLE,40241,38.30802385,-85.55147106,17.0,,POINT (-85.55147106 38.30802385),,,,,,,,,
11126,2024-11-21 05:00:00,11912 BERRY HILL RD,DOUGLASS HILLS,40243,38.23542012,-85.53632772,19.0,,POINT (-85.53632772 38.23542012),,,,,,,,,
11127,2024-11-21 05:00:00,11903 BERRY HILL RD,DOUGLASS HILLS,40243,38.2354863,-85.53772033,19.0,,POINT (-85.53772033 38.2354863),,,,,,,,,
11128,2024-11-21 05:00:00,407 BRUNER HILL DR,DOUGLASS HILLS,40243,38.23578654,-85.53965374,19.0,,POINT (-85.53965374 38.23578654),,,,,,,,,
11129,2024-11-21 05:00:00,502 BRUNER HILL DR,DOUGLASS HILLS,40243,38.23433629,-85.54026342,19.0,,POINT (-85.54026342 38.23433629),,,,,,,,,
11130,2024-11-21 05:00:00,405 BRUNER HILL DR,DOUGLASS HILLS,40243,38.23594608,-85.5397706,19.0,,POINT (-85.5397706 38.23594608),,,,,,,,,
11131,2024-11-21 05:00:00,4531 SHENANDOAH DR,FINCASTLE,40241,38.31040771,-85.54243464,17.0,,POINT (-85.54243464 38.31040771),,,,,,,,,
11132,2024-11-21 05:00:00,11420 RACE RD,LOUISVILLE,40291,38.11175707,-85.56529612,22.0,,POINT (-85.56529612 38.11175707),,,,,,,,,
11133,2024-11-21 05:00:00,1133 BLACKTHORN RD,MIDDLETOWN,40299,38.22655077,-85.52230722,19.0,,POINT (-85.52230722 38.22655077),,,,,,,,,
11134,2024-11-21 05:00:00,10712 SUNDERLAND RD,DOUGLASS HILLS,40243,38.24252074,-85.55683173,18.0,,POINT (-85.55683173 38.24252074),,,,,,,,,
11135,2024-11-21 05:00:00,310 BABE DR,LOUISVILLE,40118,38.1008026,-85.76793307,13.0,,POINT (-85.76793307 38.1008026),,,,,,,,,
11136,2024-11-21 05:00:00,12500 WESTPORT RD,LOUISVILLE,40245,38.30358449,-85.51925165,19.0,,POINT (-85.51925165 38.30358449),,,,,,,,,
11137,2024-11-21 05:00:00,201 N 25TH ST,LOUISVILLE,40212,38.26194362,-85.79087274,5.0,PORTLAND,POINT (-85.79087274 38.26194362),1.0,2.0,2.0,53.0,PORTLAND,70098295.0941,43851.3346581,10582289.578125,17022.1730714797
11138,2024-11-21 05:00:00,11902 OLD SHELBYVILLE RD,MIDDLETOWN,40243,38.24375528,-85.53446129,19.0,,POINT (-85.53446129 38.24375528),,,,,,,,,
11139,2024-11-21 05:00:00,2210 GRANGER RD,LOUISVILLE,40118,38.10085372,-85.72502304,13.0,,POINT (-85.72502304 38.10085372),,,,,,,,,
11140,2024-11-21 05:00:00,11098 COMPASS AVE,HERITAGE CREEK,40229,38.09940169,-85.61370098,22.0,,POINT (-85.61370098 38.09940169),,,,,,,,,
11141,2024-11-21 05:00:00,3810 CUTLER RD,LOUISVILLE,40219,38.13460862,-85.69177902,24.0,,POINT (-85.69177902 38.13460862),,,,,,,,,
11142,2024-11-21 05:00:00,423 SOUTHWESTERN PKY,LOUISVILLE,40212,38.25874336,-85.82372998,5.0,SHAWNEE,POINT (-85.82372998 38.25874336),2.0,3.0,3.0,62.0,SHAWNEE,59953850.1745,34088.0570548,9049049.28515625,13244.602998434
11143,2024-11-21 05:00:00,4402 BAY RUN CT,WORTHINGTON HILLS,40245,38.30696841,-85.5243915,17.0,,POINT (-85.5243915 38.30696841),,,,,,,,,
11144,2024-11-21 05:00:00,4122 RIEDLEY RD,LOUISVILLE,40216,38.20104238,-85.82819353,1.0,,POINT (-85.82819353 38.20104238),,,,,,,,,
11145,2024-11-21 05:00:00,1805 SPRING HILL DR,ANCHORAGE,40223,38.27115189,-85.54990309,17.0,,POINT (-85.54990309 38.27115189),,,,,,,,,
11146,2024-11-21 05:00:00,1270 S BROOK ST,LOUISVILLE,40203,38.23180624,-85.75434716,6.0,OLD LOUISVILLE,POINT (-85.75434716 38.23180624),21.0,22.0,22.0,47.0,OLD LOUISVILLE,33395328.9862,31463.9283131,5036488.3671875,12223.3713536377
11147,2024-11-21 05:00:00,3732 MAMARONECK RD,LOUISVILLE,40218,38.20685808,-85.64213963,10.0,KLONDIKE,POINT (-85.64213963 38.20685808),63.0,64.0,64.0,44.0,KLONDIKE,22820490.3615,33271.2361591,3439068.91015625,12916.6732355087
11148,2024-11-21 05:00:00,121 E AMHERST AVE,LOUISVILLE,40214,38.17548281,-85.76179002,21.0,SOUTHSIDE,POINT (-85.76179002 38.17548281),83.0,84.0,84.0,67.0,SOUTHSIDE,25638034.4241,28565.2760312,3860205.3984375,11092.7095503978
11149,2024-11-21 05:00:00,"11822 DUANE POINT CIR, 101",MIDDLETOWN,40243,38.23280266,-85.54030674,19.0,,POINT (-85.54030674 38.23280266),,,,,,,,,
11150,2024-11-21 05:00:00,4910 S 3RD ST,LOUISVILLE,40214,38.17625709,-85.76760021,21.0,BEECHMONT,POINT (-85.76760021 38.17625709),78.0,79.0,79.0,6.0,BEECHMONT,40279693.3847,29071.6030981,6066389.4921875,11283.411717426
11151,2024-11-21 05:00:00,1821 STEVENS AVE,LOUISVILLE,40205,38.22989743,-85.70967587,8.0,DEER PARK,POINT (-85.70967587 38.22989743),37.0,38.0,38.0,26.0,DEER PARK,13693682.8636,16675.6430309,2064857.953125,6473.3467571463
11152,2024-11-20 05:00:00,"7645 NATIONAL TPKE, 100",LOUISVILLE,40214,38.14414636,-85.74926873,13.0,,POINT (-85.74926873 38.14414636),,,,,,,,,
11153,2024-11-20 05:00:00,9607 LEOPOLD WOOD LOOP,LOUISVILLE,40118,38.11104951,-85.76004113,13.0,,POINT (-85.76004113 38.11104951),,,,,,,,,
11154,2024-11-20 05:00:00,10618 BLACK IRON RD,LOUISVILLE,40291,38.12027053,-85.56775093,22.0,,POINT (-85.56775093 38.12027053),,,,,,,,,
11155,2024-11-20 05:00:00,10602 BLACK IRON RD,LOUISVILLE,40291,38.1198632,-85.56553695,22.0,,POINT (-85.56553695 38.1198632),,,,,,,,,
11156,2024-11-20 05:00:00,10608 BLACK IRON RD,LOUISVILLE,40291,38.12010886,-85.56632878,22.0,,POINT (-85.56632878 38.12010886),,,,,,,,,
11157,2024-11-20 05:00:00,529 E BROADWAY,LOUISVILLE,40202,38.24540569,-85.74414766,4.0,PHOENIX HILL,POINT (-85.74414766 38.24540569),12.0,13.0,13.0,51.0,PHOENIX HILL,16257836.4316,19251.4323818,2453008.7578125,7471.6611487786
11158,2024-11-20 05:00:00,525 E BROADWAY,LOUISVILLE,40202,38.24541324,-85.74423487,4.0,PHOENIX HILL,POINT (-85.74423487 38.24541324),12.0,13.0,13.0,51.0,PHOENIX HILL,16257836.4316,19251.4323818,2453008.7578125,7471.6611487786
11159,2024-11-20 05:00:00,4014 RALPH AVE,LOUISVILLE,40211,38.21123792,-85.83594974,1.0,,POINT (-85.83594974 38.21123792),,,,,,,,,
11160,2024-11-20 05:00:00,6904 BEACHLAND BEACH RD,LOUISVILLE,40059,38.351719,-85.63493864,16.0,,POINT (-85.63493864 38.351719),,,,,,,,,
11161,2024-11-20 05:00:00,631 S 35TH ST,LOUISVILLE,40211,38.25260123,-85.80967118,5.0,SHAWNEE,POINT (-85.80967118 38.25260123),2.0,3.0,3.0,62.0,SHAWNEE,59953850.1745,34088.0570548,9049049.28515625,13244.602998434
11162,2024-11-20 05:00:00,2010 PATRICIA DR,LOUISVILLE,40272,38.10160736,-85.87956635,14.0,,POINT (-85.87956635 38.10160736),,,,,,,,,
11163,2024-11-19 05:00:00,9411 RIVER TRAIL DR,LOUISVILLE,40229,38.10780572,-85.65820158,24.0,,POINT (-85.65820158 38.10780572),,,,,,,,,
11164,2024-11-19 05:00:00,621 BRECKENRIDGE LN,ST MATTHEWS,40207,38.24319391,-85.64716671,26.0,,POINT (-85.64716671 38.24319391),,,,,,,,,
11165,2024-11-19 05:00:00,400 BLANKENBAKER PKY,DOUGLASS HILLS,40243,38.24014627,-85.5447008,19.0,,POINT (-85.5447008 38.24014627),,,,,,,,,
11166,2024-11-19 05:00:00,4225 SOUTHERN PKY,LOUISVILLE,40214,38.19283425,-85.76633207,21.0,WILDER PARK,POINT (-85.76633207 38.19283425),70.0,71.0,71.0,72.0,WILDER PARK,10325888.9888,14496.510209,1555753.0078125,5631.97304133555
11167,2024-11-19 05:00:00,6946 WYTHE HILL CIR,PROSPECT,40059,38.35104927,-85.61140038,16.0,,POINT (-85.61140038 38.35104927),,,,,,,,,
11168,2024-11-19 05:00:00,11901 BROOKMOOR DR,MIDDLETOWN,40243,38.23656249,-85.53772113,19.0,,POINT (-85.53772113 38.23656249),,,,,,,,,
11169,2024-11-19 05:00:00,"8605 SHELBYVILLE RD, 208",BELLEMEADE,40222,38.24853799,-85.59406216,18.0,,POINT (-85.59406216 38.24853799),,,,,,,,,
11170,2024-11-19 05:00:00,510 LAKE FOREST PKY,LOUISVILLE,40245,38.24804037,-85.48720587,19.0,,POINT (-85.48720587 38.24804037),,,,,,,,,
11171,2024-11-19 05:00:00,729 ELSMERE CIR,LOUISVILLE,40223,38.25478057,-85.57599005,18.0,,POINT (-85.57599005 38.25478057),,,,,,,,,
11172,2024-11-19 05:00:00,17406 CREEK RUN DR,LOUISVILLE,40245,38.24587084,-85.43306376,19.0,,POINT (-85.43306376 38.24587084),,,,,,,,,
11173,2024-11-19 05:00:00,163 WILTSHIRE AVE,ST MATTHEWS,40207,38.24959732,-85.65370658,9.0,,POINT (-85.65370658 38.24959732),,,,,,,,,
11174,2024-11-19 05:00:00,658 S 23RD ST,LOUISVILLE,40211,38.2501493,-85.78995599,4.0,RUSSELL,POINT (-85.78995599 38.2501493),8.0,9.0,9.0,58.0,RUSSELL,39120816.5583,30140.1113728,5903448.6171875,11696.3609495239
11175,2024-11-19 05:00:00,5805 BRITTANY VALLEY RD,LOUISVILLE,40222,38.29713747,-85.64249299,16.0,,POINT (-85.64249299 38.29713747),,,,,,,,,
11176,2024-11-19 05:00:00,3814 JEWELL AVE,LOUISVILLE,40212,38.26748791,-85.8119387,5.0,SHAWNEE,POINT (-85.8119387 38.26748791),2.0,3.0,3.0,62.0,SHAWNEE,59953850.1745,34088.0570548,9049049.28515625,13244.602998434
11177,2024-11-19 05:00:00,7807 WINDGATE DR,LOUISVILLE,40291,38.13957794,-85.56478599,22.0,,POINT (-85.56478599 38.13957794),,,,,,,,,
11178,2024-11-19 05:00:00,4955 S 3RD ST,LOUISVILLE,40214,38.17489629,-85.76696949,21.0,SOUTHSIDE,POINT (-85.76696949 38.17489629),83.0,84.0,84.0,67.0,SOUTHSIDE,25638034.4241,28565.2760312,3860205.3984375,11092.7095503978
11179,2024-11-19 05:00:00,2817 RIO RITA AVE,LOUISVILLE,40220,38.21025953,-85.65139604,26.0,BON AIR,POINT (-85.65139604 38.21025953),56.0,57.0,57.0,8.0,BON AIR,34359676.2104,50385.1224371,5178866.9140625,19561.0219454097
11180,2024-11-19 05:00:00,6014 DUTCHMANS LN,LOUISVILLE,40205,38.2293514,-85.64389237,26.0,BOWMAN,POINT (-85.64389237 38.2293514),26.0,27.0,27.0,10.0,BOWMAN,35329001.3923,46240.3586181,5327751.07421875,17954.7960153949
11181,2024-11-19 05:00:00,503 FOXWICK CT,LOUISVILLE,40223,38.25234816,-85.55417367,18.0,,POINT (-85.55417367 38.25234816),,,,,,,,,
11182,2024-11-19 05:00:00,16400 ROCKCREST VIEW LN,LOUISVILLE,40245,38.23835367,-85.4539261,19.0,,POINT (-85.4539261 38.23835367),,,,,,,,,
11183,2024-11-19 05:00:00,14610 VALENCIA DR,LOUISVILLE,40245,38.23559343,-85.49398106,11.0,,POINT (-85.49398106 38.23559343),,,,,,,,,
11184,2024-11-19 05:00:00,879 FETTER AVE,LOUISVILLE,40217,38.21798556,-85.73964141,15.0,SCHNITZELBURG,POINT (-85.73964141 38.21798556),40.0,41.0,41.0,61.0,SCHNITZELBURG,16157895.342,16521.9569405,2436124.69140625,6418.43383454608
11185,2024-11-18 05:00:00,4318 CHURCHILL RD,ST MATTHEWS,40207,38.24889739,-85.63965225,9.0,,POINT (-85.63965225 38.24889739),,,,,,,,,
11186,2024-11-18 05:00:00,1214 FISK ST,LOUISVILLE,40203,38.25328215,-85.77170716,4.0,RUSSELL,POINT (-85.77170716 38.25328215),8.0,9.0,9.0,58.0,RUSSELL,39120816.5583,30140.1113728,5903448.6171875,11696.3609495239
11187,2024-11-18 05:00:00,4128 BARDSTOWN RD,LOUISVILLE,40218,38.18995533,-85.64557532,2.0,,POINT (-85.64557532 38.18995533),,,,,,,,,
11188,2024-11-18 05:00:00,9901 ORMSBY STATION RD,LYNDON,40223,38.26404568,-85.56838449,18.0,,POINT (-85.56838449 38.26404568),,,,,,,,,
11189,2024-11-18 05:00:00,191 OUTER LOOP,LOUISVILLE,40214,38.12783402,-85.7774378,25.0,,POINT (-85.7774378 38.12783402),,,,,,,,,
11190,2024-11-18 05:00:00,313 W MARKET ST,LOUISVILLE,40202,38.2554108,-85.75585266,4.0,CENTRAL BUSINESS DISTRICT,POINT (-85.75585266 38.2554108),7.0,8.0,8.0,17.0,CENTRAL BUSINESS DISTRICT,33029827.6262,27923.7528072,4984184.98046875,10844.9806632446
11191,2024-11-18 05:00:00,8001 MIMOSA DR,LOUISVILLE,40258,38.13634488,-85.85723437,14.0,,POINT (-85.85723437 38.13634488),,,,,,,,,
11192,2024-11-18 05:00:00,709 GHEENS AVE,LOUISVILLE,40214,38.1667517,-85.7777566,21.0,IROQUOIS,POINT (-85.7777566 38.1667517),87.0,88.0,88.0,40.0,IROQUOIS,11842680.5471,13812.6910067,1782853.48828125,5360.83816734473
11193,2024-11-18 05:00:00,6739 STONE VALLEY DR,LOUISVILLE,40272,38.08133325,-85.88424548,14.0,,POINT (-85.88424548 38.08133325),,,,,,,,,
11194,2024-11-18 05:00:00,3523 HUON DR,LOUISVILLE,40218,38.19943484,-85.67438327,10.0,BASHFORD MANOR,POINT (-85.67438327 38.19943484),65.0,66.0,66.0,5.0,BASHFORD MANOR,15474178.8013,19882.2634609,2331859.84765625,7715.49114865788
11195,2024-11-18 05:00:00,1525 TALMADGE WAY,LOUISVILLE,40216,38.17632408,-85.81109035,3.0,CLOVERLEAF,POINT (-85.81109035 38.17632408),81.0,82.0,82.0,24.0,CLOVERLEAF,20213041.9359,19107.5144213,3043897.98828125,7415.15452079604
11196,2024-11-18 05:00:00,4214 HILLBROOK DR,LOUISVILLE,40220,38.22923214,-85.62714702,18.0,HIKES POINT,POINT (-85.62714702 38.22923214),35.0,36.0,36.0,38.0,HIKES POINT,24955231.3045,35065.0187982,3762858.609375,13616.4152736924
11197,2024-11-18 05:00:00,3930 DRUID HILLS RD,DRUID HILLS,40207,38.26468539,-85.66156752,9.0,,POINT (-85.66156752 38.26468539),,,,,,,,,
11198,2024-11-18 05:00:00,4406 BILLY BONE CT,LOUISVILLE,40229,38.1039705,-85.68254373,24.0,,POINT (-85.68254373 38.1039705),,,,,,,,,
11199,2024-11-18 05:00:00,3300 TRINITY RD,LOUISVILLE,40206,38.24684197,-85.66861619,9.0,ROCKCREEK LEXINGTON ROAD,POINT (-85.66861619 38.24684197),13.0,14.0,14.0,57.0,ROCKCREEK LEXINGTON ROAD,16702087.1916,34138.9403283,2519815.84375,13254.3351304708
11200,2024-11-18 05:00:00,6607 ELMWOOD ST,LOUISVILLE,40216,38.19009564,-85.87466655,1.0,,POINT (-85.87466655 38.19009564),,,,,,,,,
11201,2024-11-18 05:00:00,"712 S 23RD ST, 4",LOUISVILLE,40211,38.24889986,-85.79006969,4.0,CALIFORNIA,POINT (-85.79006969 38.24889986),16.0,17.0,17.0,14.0,CALIFORNIA,34280997.7634,24635.7794746,5171558.58984375,9562.54636869943
11202,2024-11-18 05:00:00,116 SAM DR,LOUISVILLE,40214,38.14046892,-85.76672789,13.0,,POINT (-85.76672789 38.14046892),,,,,,,,,
11203,2024-11-18 05:00:00,4875 SHERBURN LN,ST MATTHEWS,40207,38.23997025,-85.62546103,26.0,,POINT (-85.62546103 38.23997025),,,,,,,,,
11204,2024-11-18 05:00:00,611 KATHLEEN AVE,LOUISVILLE,40215,38.18859708,-85.77098135,21.0,BEECHMONT,POINT (-85.77098135 38.18859708),78.0,79.0,79.0,6.0,BEECHMONT,40279693.3847,29071.6030981,6066389.4921875,11283.411717426
11205,2024-11-15 05:00:00,2500 EXPORT DR,SOUTH PARK VIEW,40219,38.12018725,-85.71640806,13.0,,POINT (-85.71640806 38.12018725),,,,,,,,,
11206,2024-11-15 05:00:00,"2601 LANGDON DR, 1",LOUISVILLE,40241,38.28470257,-85.58169328,17.0,,POINT (-85.58169328 38.28470257),,,,,,,,,
